Movie Name,Storyline
La femme cachée,"Haunted by a past she hoped to escape, pregnant Halima reluctantly allows her partner Sylvain to join her in the pursuit of her estranged family abroad."
Six Inches of Soil,"The inspiring story of British farmers standing up against the industrial food system and transforming the way they produce food - to heal the soil, benefit our health and provide for local communities."
Capturing Water,"Cape Town nearly ran dry in 2018. As activist Faeza Meyer leads the fight against water restrictions hurting poor communities, the film reveals conflicts over infrastructure, sewage issues, and threats to aquifers."
He Loves Me Not,"As lies spread, Shanna struggles to identify who's honest and who's deceitful within her closest relationships."
Hello My Beautiful Creatures,"This whimsical stop-motion musical tells the tale of a utopian city of toys and their relationship to each other as well as their ""God,"" an awkward and distant human man with an average job."
Genis Aile 4: Cevahir & Ulvi,"Ulvi and Cevahir, after a period of separation, reunite due to Ulvi's involvement in a murder case. Cevahir investigates to discovers who has been killing the people in village and framing Ulvi, who is bad at butchering."
Lost Island,A brother and sister are shipwrecked on a deserted island only to find that it's not as deserted as they thought.
El Hareefa,"Circumstances force Majed to leave his High end life, move from his private school to a public school. Over time,he gains the respect of his classmates because of his football skills"
Alakada: Bad and Boujee,A woman whose flashy and glamorous reputation is based entirely on lies hits trouble when her web of deceit starts falling apart.
Benaam Rishta,"In the City of Dreams, Hema, a housemaid, dared to dream of love-unexpectedly, with her employer Shikha's husband, Rohan. Will this forbidden affair satisfy her yearning for love, or will their relationship remain undefined?"
Girls Like Us,"Shahar (17), a girl from a broken home, who's studying at an at-risk youth institution, meets Perry (19), a soldier-counselor newly assigned to the institution who sees in Shahar depths no-one has ever seen in her. Their evolving love story will push both of them to the edge."
Space & Time,"A married couple embarks on a surreal journey through the emotional landscape of grief, navigating the different stages of loss through visual imagery and the universal language of dance."
All Stirred Up!,A chef is enlisted to help a young girl win a culinary competition.
My Divorce Party,"Divorcee Xan gathers her close friends to celebrate her impending split, only to reveal she intends to burn her divorce settlement money to start fresh. Chaos ensues as each friend has a wildly different opinion on what Xan should do."
Dickweed,Two people got kidnapped. One man lost his dick. No-one got any money. This heist-gone-horribly-wrong led one Newport Beach detective on an international manhunt for the most twisted criminal he'd ever hunted.
BeBe Winans' We Three Kings,"Retired musician Lincoln, a record store owner and father to estranged sisters Lydia, Gracie, and Abigail, conspires with friend Genelle to reunite them for Christmas after their mother's passing."
Der Fleck,"Simon and Marie, pulled from their lethargic group by an unexpected incident, escape into a nearby enchanted riverside forest, entering a timeless realm away from the pointless chatter."
Luto,"Damian embarks on a trip around Mexico in search of a way to overcome his grief after Dalia, his partner, dies. His travels are haunted by memories of Dalia and Damian finds solace through conversations with strangers he meets along the way while witnessing their rituals on how to deal with loss and death."
Goon Squad,A retired all female heist crew is reactivated after 16yrs when the partner who took the fall is released from prison.
Portraits,"'Portraits' is a modern day adaptation of Carmilla, a female vampire story, that takes place in present day Los Angeles against a backdrop of Burlesque and Victorian death photography."
Civil War,"Delves into the complexities and lasting impacts of one of the most tumultuous periods in American history. Through archival footage, expert interviews, and poignant narratives, traces the origins, progression, and aftermath of it."
The Marriage Pass,"A former playboy is granted a pass from his marriage, then becomes entangled in a deadly web of deception when the person he chooses is his sister-in-law."
La Chancla Del Diablo,"After a spanking, a young 9-year-old Latin boy realizes the new pair of chanclas (sandals) his mom purchased from the local dollar store are possessed by a demonic spirit."
Cedric & Alysia,"Following his return to a homeland ravaged by war, Cedric Vale offers his services as Knight-Protector to the Baron of Pres, only to learn shortly after that the Baron has married the woman he loves, Lady Alysia."
Mara Pappa Superhero,Mara Pappa Superhero is about a 9 year old girl's struggle to establish that her father is a superhero. She takes it as a challenge to convince everybody that her father is a superhero.
Gallagher,No storyline available
Breaking Tradition,"A story of forbidden love, all American boy meets Muslim girl with a compelling twist."
Dark Feathers: Dance of the Geisha,"Kate must choose loyalty to a historical Asian clan, and her non-traditional love, amidst the deaths of her dance partners being investigated by her new lover."
Vojna policajtov,A solitary police operative skilfully moves on the edge of the law in the wild atmosphere of the East Slovak underworld in the early 90s.
Thekku Vadakku,"Two rivals, a retired engineer and rice mill owner, engage in a fierce competition. Their feud entertains the town as they battle to determine the ultimate victor and whether the loser accepts defeat gracefully."
Uang Panai' 2 Maha(r)l,"Iccang loves Icha, a beautiful woman from a prominent family who asks for a large amount of dowry."
Love Unlike in K-Dramas,"Dhea receives a special gift from her boyfriend, Bimo, in the form of a trip to Seoul, South Korea, with her friends. There, she accidentally meets her long-lost first love. Who will Dhea choose? Will this be a real love triangle drama?"
Gary,"Explores Gary Coleman's rise to fame as a child star, his struggles with living in the spotlight, financial troubles, depression, and the controversy surrounding his tragic death at age 42, providing insight into his private world."
Cry of Silence,"Cry of Silence, is about a double kidnapping, and assault that is presented as an Action Packed ,Dramatic, Thriller that will keep you riveted."
Kianoush's Garden,No storyline available
The Sweet Life,"The Sweet Life: A Hockey World Champion and lover of beautiful women and fast cars must endure an unexpected life obstacle. He doesn't want to disappoint his new friends and his family, whose existence he had no clue about. Vladimir Polivka in a new comedy from the makers of WOMEN ON THE RUN. Rosta Beran, a hockey player on the Czech national ice hockey team, is a cool guy. He lives in a luxury apartment, has a fast car and many young lovers that he picks using the motto ""nothing above thirty"". Money and the title of world champion make him feel like he's superior to everyone else, untouchable. However, nothing lasts forever... After unexpectedly collapsing in bed with a beautiful blonde, life draws a thick ECG line and ends his carefree days. His heart transplantation process is led by strict Doctor Magda (Petra Hrebickova), who he once spent a night with and never talked to since. The debts from his old life of extravagance rid him of all the money he had, and the only thing that Rosta is left with is the World Champion medal that his former manager and friend Rosta (Vojtech Kotek) saves for him. Rosta has to find it in him to start again with optimism, life energy, and courage. He's aided by Jindrich (Jan Cina), a serious and responsible guy raising a six-year-old daughter. He's got a heart of gold, and even though he starts out hating Rosta, they soon become best friends. Rosta, surprised, finds that the life of normal people can be as beautiful and one-of-a-kind as loving the right woman above thirty."
Las chicas de la estación,"Jara and her two best friends have grown up in a juvenile center. They want to celebrate Jara's birthday at her favorite trap queen's concert, but they need money and Jara knows they have something that some men are always looking for."
Rafael Nadal: The King of Clay,"This documentary follows Rafael Nadal's rise from a young tennis prodigy to a global legend. Highlighting his relentless spirit, triumphs, and challenges, it reveals the dedication and passion behind the legacy that has made him one of the sport's greatest icons."
Thookudurai,"In the 18th Century, Tributary Monarch Nirpathunga Varman's diadem becomes the centerpiece of an annual carnival. In 1996, a forbidden love affair leads to tragedy, revenge, and a cursed spirit. Two decades later, the carnival's .."
Pagpag 24/7,"Haunted by the ghost of a past crime, two friends find themselves stranded with strangers in a convenience store where abandoned souls await their victims."
My Life Is on the Line,"Shannon works in the call center of a credit union, trying to balance work and an impending separation and custody battle, when one incoming call involves her in a fraud scam that threatens her job and family."
Rewind,"Karthik falls for Shanthi at first sight in a lift. After impressing her, fate takes an unexpected turn. In a bid to win her back, Karthik travels through time to alter events. But does he succeed in his quest for love?"
The Lil Yummy Story,"In 1990s Chicago, 11-year-old Lil Yummy lives in poverty and gang culture. After being framed by a friend for a crime he didn't commit, his story ends in tragedy."
Inazuma Eleven Movie: The Legendary Kickoff,"A passionate junior high goalkeeper and his underdog soccer team fight their way through regional qualifiers with help from a star striker. After recruiting a strategic genius, they reach nationals to face their toughest opponent yet."
The Damned Lands,"A group of teens stumble upon a secluded family's property while camping. After a violent encounter, they find themselves fighting for survival against the unhinged clan."
Vanchana,"When Father Andrew Joseph is murdered at Araku Valley's hill station church, police blame his driver. But Krishna, unconvinced by the investigation, embarks on a dangerous quest to uncover the truth behind the priest's death."
Inti Number 13,An old man and a writer discover supernatural things happening in a villa. Can they find a solution to get rid of the situation?
Amigos Sem Compromisso,"Follows a headhunter from Sao Paulo who recruits an art director from Salvador, for a job interview. In a short time, their friendship turns into a casual friends-with-benefits relationship until they both fall in love."
Bélico,"A capo hires a young man, AKA ""El Diez,"" to learn about his affairs. When a group of rebels complots to betray him, ""El Diez"" will prove his loyalty to his boss, who knows more than his treacherous workers would have imagined."
Historia de dos guerreros,"An MMA fighter and an injured soccer player from Togo cross paths during a festival in Argentina. As they help each other overcome their struggles, their friendship grows stronger amidst training sessions and citrus plantations."
Kintsukuroi,"Kintsukuroi depicts the internment of 120,000 Japanese Americans by President Roosevelt during WWII, following two families from the Western prison camps to European battlefields as they endure injustice yet maintain dignity amidst ordeal."
Sunfall,"Trevor and his scientist colleague Nick discover that the sun has been pushed towards Earth, causing all sorts of fire-related disasters as the planet begins heating up rapidly."
Super papa,"Tom plans to give his son Gaby the book ""The Little Prince"" for his eighth birthday - but accidentally buys him an empty notebook with the same cover. To get out of it, Tom tells Gaby that this is a magic book: every dream written in it will come true. From now on, Tom will have to fulfill any, even the most extravagant, desires of his son."
Phantosmia,"Hilarion Zabala has a mysterious, recurring olfactory problem. A counselor/psychiatrist suspects a lingering case of phantosmia, a phantom smell, and possibly caused by a deep psychological fracture. One recommended radical cure is that Hilarion must go back and deal with the darkest currents of his past life in the military service. Reassigned in the very remote Pulo Penal Colony, he must also confront the horrific realities of his present situation."
72 Sigan,"Film about the occupation of Seoul in three days during the Korean war, which the DPRK calls the fatherland liberation war. Divided into two parts."
Na Baligh Afraad,"In the early '90s, Karachi, two teenage brothers Mazhar and fakhar, secretly plan to watch adult movie when their father brings home a rented VCR, so they can ""grow up""."
Alanaati Ramachandrudu,"Siddhu an ambivert guy, loves Dharani an extrovert girl, but hesitates to express his love due to his perceived boredom. Unexpectedly, he uses a lie to express his love,will he make use of it and make his love life success?"
Love Child,"A young couple navigates the challenges of raising their autistic son in an increasingly unforgiving world, testing their love and resilience."
The Mediterranean Sea,"Haia, who was pursuing her dream of pursuing a Masters degree in South Korea, almost failed after her scholarship was closed by the government."
Exit,"A group of students travel to a mysterious carnival for fun, but the carnival turns out to be a brutal survival game that cruelly plays with their minds. Will they be able to find the exit?"
Boksi Ko Ghar,"The plot follows a journalist investigating a village woman accused of witchcraft, attempting to uncover the truth behind the false accusations."
The Other Side,An unseen and indispensable perspective on Russia's war against Ukraine
Leonard Cohen: If It Be Your Will,"A cinematic celebration of Leonard Cohen's music, life, and legacy through the eyes of his son Adam and tribute performances by musical icons."
You Are Always Right Here,"YOU ARE ALWAYS RIGHT HERE is an emotional picture that follows Eve, a young black woman navigating the 2020 pandemic ."
Twenties,No storyline available
Horizonte,"Two ghosts, a mother and son, search for the boy's missing father on a physical and spiritual journey through a world ravaged by war. Only through great sacrifice will they mend the fragile bonds that bind them and find redemption."
Body & Soul,"When two officers filming a reality show go missing in the woods, their recovered footage exposes a nightmarish fight for survival against malicious entities dwelling in the forest."
One Woman's Trash,A woman takes her boyfriend for granted and finds out the hard way. What love really is when she chooses someone over him and he chooses someone over her both of them living different paths.
Asher and Ruth,A woman with a troubled past is suddenly haunted by a vampire after losing her job during the pandemic shutdowns.
White Lies,"After finding out the love of his life is hiding a secret, an emotionally disturbed man will stop at nothing for answers and to win back her heart."
Oppa,"Depicts a teacher ensnared in an online romance scam, revealing Malaysia's cybercrime Challenges. Royal Police's pursuit adds suspense."
They Are Watching,Two friends decide to search the deep underbelly of the dark web and soon find themselves stalked by a group that runs online torture rooms.
The Daughter,"At the start of the Russian-Ukrainian war, deaf 17-y.o. Olga stays with her father's new family in Bucha. When Russian troops take over their home, Olga and her family are threatened."
Par amour,"Sarah and Antoine are on the verge of breaking up, weakened by their hectic lives, balancing work and their two children. One day, Simon, the eldest, confides in his mother that he's hearing voices. While Antoine struggles to grasp the extent of the problem, Sarah decides to support her son. How far will she be willing to go for love?"
No Cap,"No Cap is a documentary about Light (Nero Greco), a Greek rapper with Kenyan roots. Growing up in Greece, he faced racism and social exclusion, but rose to fame, using trap music to break barriers and reshape the Greek music scene."
Ameena,"The movie is about the real life story of a girl named Ameena from Hyderabad, India, who is victim of human trafficking."
I'm Not Everything I Want to Be,Czech photographer seeks freedom after 1968 Prague Spring suppression. Undertakes long journey to break from repressive regime's constraints.
Cutthroat: The Race to Save Yellowstone,"Invasive lake trout decimate native Yellowstone cutthroat trout population, altering ecosystem. Scientists race to save cutthroat trout and preserve Yellowstone National Park's pristine state."
The Gift That Gives,"Callum, an author, meets Kate and her friend Linda while promoting his book. Kate is smitten, but Callum falls for Linda. At Linda's shop, they discover anonymous love letters, propelling them on a quest to uncover the writers' identities."
La Casa Azul,No storyline available
K - Number,"Mioka, who was adopted from Korea to the United States as a child, has attempted to find her roots multiple times but failed repeatedly. Just as she was about to give up searching for her parents, she learns about 'Banet' from other adoptees, a Korean women's group that helps overseas adoptees find their roots, and enlists for their help. As Mioka and Banet follow the adoption papers to trace her roots, they discover that most of the adoption documents are either inaccurate or hidden. Documents that are barely obtained after multiple requests, inconsistent information across different papers, all hinder Mioka's search for her parents. Will Mioka be able to find her parents? Mioka and Banet comes to face an absurd truth beyond their mission of finding parents."
The Assistant 2,"When a young woman infiltrates a family who may help her learn more about her estranged twin sister, she transforms from a nanny to a monster."
Jakobs Ross,"The musically gifted maid Elsie, who longs for a career as a musician, is forced into marriage with Jacob, a stable boy who dreams of owning a horse. Both have to learn that they can only escape their lack of opportunities if they team up."
Life on the Edge,An Inuit educator navigates the stunning landscapes of Greenland as he seeks to help people in their struggles with mental health.
The Clock,"After Mike and Sara bring home a grandfather clock, strange and frightening things begin to happen. As the incidents become more sinister, they learn that their clock, may be much more than they bargained for."
The Uncivil War: America Divided,"In the year 2020, in a country that seemed to hate itself, what chance did two childhood friends, one white and one black, from opposite sides of the political spectrum stand at remaining friends? What chance did any of us have?"
Die Ironie des Lebens,"Follow the life of Edgar, a successful comedian in his late 60s. But his offstage life is filled with loneliness, sadness, and the solace he finds in alcohol and groupies."
The Legend of Catclaws Mountain,"Mindy, a girl, searches for her magical lost pony believed to lead to treasures on Catclaws Mountain. With friends, she uncovers life-changing secrets during this daring quest."
The Mitchin Murders,"Two journalists arrive in the small-town of Mitchin, Iowa in 1994 on a mission to solve a string of mysterious murders that started four years prior."
A Knife in the Dark,"In the Thornton mansion, the idle rich spend their days enjoy their wealth and power. But this mysterious family has a deadly secret: who is wearing the mask - and wielding a knife in the dark? And who will be their next victim?"
Buenas Chicas,"A lawyer travels to the south of Spain with her friends for a wine tour, but not everything goes according to plan. She meets her ex-partner by surprise."
Shredded,"A chance encounter at surfing lessons brings together Riley and Logan, both escaping their traumas, as they forge a healing bond neither anticipated."
Inkabi,"Rank, a retired hitman, becomes a taxi driver. Lucy, a casino worker, witnesses a murder, is targeted. She turns to Frank for help. He kills to protect her, despite being retired, as she has no one else."
Pasahero,"A group of train passengers' failure to help a woman in distress leads to a journey of conscience, redemption, and unexpected connections."
Bologna brigante,A young Calabrian moves to Bologna to settle a vendetta involving his brigand grandfather. He is soon overwhelmed by an unexpected city life while seeking to resolve his family's long-standing grievance.
Un mundo para mí,"A couple faces a heart-wrenching decision when their newborn has both male and female features: he pushes for surgery to assign a sex, while she, moved by intersex stories, questions this protocol and her own ideas about gender."
3. Gun,"Elya, who is a gastronomy graduate from Izmir, wants to pursue an academic career and find her soulmate. She meets Semih through social media and finds herself in the middle of an interesting situation."
Sinful Lies,"Lisa Evans, who is married to Carl Evans but engages in multiple affairs with different men. Lisa's deceitful behavior escalates as she tries to manipulates these men into plotting to kill her husband, Carl, in order to collect insurance money. The storyline delves into the web of lies, betrayal, and dangerous consequences that unfold as Lisa's actions come to light. As the plot thickens, viewers are taken on a suspenseful journey filled with deceit, greed, and the unraveling of dark secrets."
Black Men Don't Cheat,A young woman's life is turned upside down when her perfect husband is brutally murdered and now she finds herself in grave danger.
Seditiosa,"Yahel and her companions, Judith and Magdalena are on their way to a market where they end up confronting the Romans and the religious authorities. What begins as a long walk to the market turns into a cruel journey to the cross."
"Pwede G, pwede B","Basil, a 30-year-old womanizer, has his life turned upside down when he wakes up from a night of drunken sex with his straight best friend, Theo, who is about to be married. Suddenly, every time he tries to hook up with a woman, a man magically appears to have sex with him instead."
Underground Orange,A Californian backpacker becomes entangled in a polyamorous relationship with a gang of young actors who plot to kidnap the US Ambassador to Argentina.
Cabo Negro,"Soundouss and Jaâfar arrive at a luxury villa in Cabo Negro, expecting Jaâfar's lover to join them. When he doesn't show up, the two decide to enjoy their vacation and reflect on their personal lives."
Light Up,A group of Black queer men and a trans woman in Atlanta discover their power through embracing their authentic selves.
Captain Avispa,"Capitán Avispa, hero of Wasptropolis and the Honey Kingdom, puts to test his nobility, justice and innocence against the evil wasp Jacques Poison and his henchmen."
Take Good Care,"A married couple are on the edge of insanity after their free-spirit neighbor proposes a sexual encounter. As their marriage crumbles, they'll discover their love is part of a bigger picture of supernatural revenge."
The Embers,A murder case in the market broke the peace. A police officer and his partner met a strange man while searching for clues. The old accounts of history are like the embers of time. How many forgotten and secrets are there behind?
Rose's Last Session,"Stranded at her therapist's house during a storm, college student Rose discovers that Dr. Richardson and his wife harbor dark secrets beneath their seemingly normal facade."
Brendan Gleeson's Farewell to Hughes's,"To some it was an unassuming pub on a side street in Dublin's city center, to musicians, dancers, singers and listeners, Hughes' was a mecca of traditional Irish music for more than 35 years."
Addy Daddy,A lonely young man introduces his new girlfriend to his parents and they immediately hate her for no reason.
Mong Vuot,"CLAWS brings audiences to a wild picnic party of a group of buddies in the forest. However, the party quickly turns to a fight for survival between them and a dangerous beast. It's fierce, fast and always knows where ""you"" are."
Sihina Nelum Mal,"In their cozy Colombo apartment, Sahan and Nayomi's love is unwavering. However, after six years of marriage, their dream of having a child remains unfulfilled, leading to mounting pressure from family and society. The couple faces emotional turmoil, strained relationships, and misunderstandings all stemming from one question: ""Why?"" As they navigate the challenges of infertility, they must confront their deepest fears and desires, ultimately discovering that love can take many forms. Will they find peace in their journey, or will the weight of expectation tear them apart?"
The Run of Your Life,"Nine endurance runners set off from the north toward the Danube along Via Transilvanica, Romania's longest and most beautiful uninterrupted trail, in 25 days. None of the participants are guaranteed to finish. Suffering is inevitable."
The Killers,"In this South Korean omnibus film, four filmmakers - with particular but surprisingly cohesive approaches - introduce us to cinematic universes commanded by the presence of killers executing (or failing to execute) their jobs. From the slightly supernatural to true stories inspired by actual events, our four directors introduce us to their cinematic universes bound by the presence of nighthawks and killers. Dark humor, weapons and blood are part of the deal. ""Metamorphosis"" by Kim Jong-kwan weaves a revision of a revered horror figure, seductive and terrifying, in an alluring but suspiciously empty bar at night. Inspired by a real-life case, Roh Deok's ""Contractors"" brings surprising reversals when the chain of hired killers becomes a ring too long. A moody piece set in the 1970s, ""Everyone Is Waiting for the Man"" by Chang Han-jun rounds up a group of strangers who after-hours look for a mysterious killer with a tattoo of a narcissus. ""Silent Cinema"" by Lee Myung-se unleashes a stylish series of bizarre events when diner employees are surprised by three gangsters."
La Familia del Barrio: La Película,"A time traveler's blunder with Mexico's most important priest in 1810 alters history, erasing the Mexican Independence movement before it begins."
Rock and Doris (try to) Write a Movie,"Rock Randall and his writing partner Doris Adams are desperate to break away from the drab routine of writing television sitcoms in order to focus on creating a feature film script. Freeman, their TV producer, bets them they can't come up with a good screenplay in a single night while stashed in an out-of-the-way rural house. Rock and Doris take the bet and hole up in the house, but before they can get started creating, the place is invaded by a wild variety of strange characters, all of whom seem involved in thievery, chicanery, and murder. Before Rock and Doris can write their movie, they have to solve the mystery of the house they're writing it in."
Permafrost,"In a collapsed frozen world, factions fight for power. A lone bounty hunter at the center of it all saves a little girl who helps him find redemption from his past."
The Box,"CEO Lazer Griffin finds himself trapped in a living nightmare where the only way out of the torture, out of the box, is to accept both his many crimes and his horrific punishment."
Vampire Genesis,"Half-alien Teh'a flees across galaxies, hunted by a race of parasitic rulers disguised as Earth's vampires. With rebels by her side, she seeks a legendary creature: the earth goddess, powerful enough to end their reign of terror."
Leydi Di,"""Leydi Di"" takes its name from the famous nightclub where the events take place. The main character Nevzat Kesik (Mahir Ipek) is known as an honest financial advisor. However, he is drawn into a fraud plan by his adopted son and accountant Güven (Safa Sari). Güven takes action to defraud Nevzat's customer Aziz (Celil Nalçakan) with his great love Maya (Bestemsu Özdemir). However, when the residents of the Leydi Di Pavilion where Maya works and Aziz's creditors step in, events spiral out of control. The film will leave viewers in a web of intrigue between the right and wrong, the mafia and the police. In this fraudulent scheme that revolves around the dark corners of Leydi Di, the answers to questions such as who will get the big loot and how Nevzat will prove his innocence await viewers. ""Leydi Di"" will present an exciting production to the world of cinema by skillfully blending drama and tension."
What Mary Didn't Know,"A cruise ship, the Neoromantica, crosses the Mediterranean. Among pensioners who yearn for Marriage Margaritas, Mary, a teenage girl, wanders the casino and hits her own jackpot in love. Under the whimsical Aegean moon, Greek myths meet Arabian Nights."
Out of Plain Sight,"A haunting tip prompts a Los Angeles Times reporter to discover that as many as half a million barrels of toxic waste had been dumped into the ocean, just off the coast of Southern California."
A Photographic Memory,"A filmmaker ventures into the archives of her photographer mother to construct a personal story of love, loss, and finding someone in the work they leave behind."
Cursed Psychic Video XXX ZERO,No storyline available
Can't Feel Nothing,Examines the connection between internet use and emotional disorders.
Kids Are Growing Up,"A moment in time for musician The Kid Laroi as he enters adulthood, navigating fame, mental health struggles, first love, and the death of his mentor Juice WRLD."
Poppay Ki Wedding,"A modern era boy visits hometown for his sister's wedding, soon discovering his own proposal finalized with a girl he's never seen. Fighting against the family customs, his only mission is to at least see the face of his future wife-to-be."
U Pana Boga w Królowym Moscie,"An archaeology student discovers a document that grants the Royal Bridge, a small town in eastern Poland, the right to sovereignty, which leads to a lot of funny events."
Another German Tank Story,"While Hollywood is filming a series about the Second World War in the small village of Wiesenwalde, the villagers are chasing their personal dreams."
Waiting For The Drop: Rise of the Superstar DJs,"After Paul Oakenfold and Tiësto lift DJs to rock star icons, a new generation wrestles with excesses that threaten to upend a musical movement. Festivals replace raves, EDM ""drops"" take over, a company goes bankrupt and DJs ""press play."""
Villain - Life of a Gangster,"A small town boy who dares to go against the kingpin of his area. Being stuck in between two criminal gangs, he will rise for his own existence."
Resistance: They Fought Back,Resistance: They Fought Back tells the largely unknown and incredibly courageous story of Jewish resistance during the Holocaust.
Raw Soil,No storyline available
Parahuna 2,"Binder's fiancée, Harjot, abruptly cuts ties after relocating to the UK, prompting Binder to follow suit. His journey leads him to encounters with Zoe, Catherine, and Preet. Only time will tell who is Binder's woman of dreams."
Geri's Wish,"Geri, 18, is a Bulgarian girl living in an orphanage in the city of Vratza. She's a senior at local high school. She's dreaming of entering university. The final exams are approaching, and this has even bigger meaning for her than to many others, because after the graduation she is obliged to move out from the orphanage. Geri starts to go through her past with her stepbrother; the domestic violence behind the breakup of the family. She would love to know why her mother abandoned her and why she was not given to a foster family but had to grow up at the orphanage. She hesitates should she invite the mother to her prom. Geri also had a boyfriend who wanted her to quit the school and emigrate to Germany. He returns for the prom. The prom night is wonderful, full of hope and joy, but there are new twists of fate looming around the corner. Can Geri overcome her past or repeat the family's old mistakes in different form?"
A Stripper's Dance,"New in town and working at a strip club, a young woman enters a dangerous love triangle when she steps out on her rich boyfriend for a side piece."
Island of the Dolls 2,"A documentary crew visits the Island of the Dolls, where they encounter Santana, a sinister spirit inhabiting a powerful doll, who begins to hunt them down relentlessly."
Assisting Venus,No storyline available
Jujji,"Two officers-one idealistic, one cynical -pursue a brutal serial killer. As they close in on the elusive Jujji, their inner conflicts rise to the surface, exposing inner demons and challenging their notions of justice and morality."
Locust,"Against the backdrop of the 2019 Hong Kong protests, Zhong-Han, a silent twenty-something in Taiwan, balances a day job at a family restaurant with nightly gang activities, until the restaurant's ownership changes hands."
Norita,"During Argentina's brutal Videla dictatorship, thousands vanished. When Nora Cortinas' son was taken, she led protests at Plaza de Mayo that helped end the regime. Today, despite family costs, she continues fighting for justice."
Yamas!,"A group of teens find themselves in Greece for a holiday break, when to much Raki changes the course of their trip and they have to ditch a body and get square with an Italian gangster."
Aiden,"In a desperate bid for survival, Aiden flees the suffocating grip of domestic violence and seeks refuge in a remote cabin, where unconventional therapy sessions force him to confront his past, which opens an intriguing twist."
Planet 7693,"Luka, an imaginative nine year old boy tries to heal the disrupted family relations with the special help of his strange and mysterious friend 7693."
Get Close 2,"Believing that he was set up by Don Galvino, Slick sets things in motion in order to get close enough to Don Galvino to exact his revenge."
Feed Me,"Filmmaker Connor Luke Simpson explores the underground-and often misunderstood-subculture known as feederism. A community where the fatter you are, the sexier you are."
Delicate Arch,"Four college kids with fracturing relationships take a camping trip in order to escape an ecological disaster. Alone in the desert, they begin to suspect that their reality might not be as it seems, and soon realize they're being watched."
Roughneck,No storyline available
Operation Hope: The Children Lost in the Amazon,"The incredible true story of four children, who survive a plane crash deep in the dangerous Colombian Amazon. They are lost and alone for 40 days while the military and indigenous guard race against time to find them."
Molotov Cocktail,"The Molotov Cocktail is a comedy film set in the 1950s that tells the story of Parviz, who, in dire financial straits, wins a lottery ticket."
Nature Cat's Nature Movie Special Extraordinaire,"Nature Cat and his pals realize they've come to the end of their Nature Curiosity List. Meanwhile, Sir. Galahad gives himself the title of King and moves into a barren castle and steals pieces of nature to make his castle look more beautiful."
Don't Leave Yet,No storyline available
Appu,"Elephant calf Appu undertakes perilous journey across ocean and treacherous forest to save father from poachers' grip, aided by loyal dog Tiger and runaway child Neena, uncovering his extraordinary abilities."
Vive e Deixa Andar,"A clumsy lonely orphan, Lucas is a moving target for all kinds of misfortunes. Spending a weekend in a mansion he will cause damage, discover secrets from his past and find love. A dangerous-romantic action comedy, with a license to laugh."
Migraine,An artist believes her headaches could be connected to a mysterious disappearance.
Csendes éj,The accidental encounter of a young man and an old woman on a sinister Christmas Eve. The seemingly hopeless night brings a new boy to the old woman and a mother to the young guy. To replace their tragic predecessors.
Cash Storm,Bank Robbers crash their getaway car in the path of a tornado and all the money gets sucked into a funnel cloud. Two scientists rescue the robbers along with a chatty influencer and embark on a comical odyssey.
Marlon Wayans: Good Grief,"Taped at the iconic Apollo Theater, Wayans comedically explores grief after losing his parents. He reflects on his father's lessons, joining the ""Dead Mama Club,"" changing aging parents' diapers--and who's the funniest Wayans."
Kerebete,"The annual Kerebete fishing event brings together the people of a Karnataka village. During the festivities, a controversial relationship causes tensions."
Snow Angel of Revenge,A group of young people's trip to a remote villa takes a nasty turn after they encounter a obscure ancient cult.
Turning,An apathetic former college athlete runs an AirBnB alongside a terminally ill imaginary mother figure when a string of eclectic visitors inspire him to confront his aimlessness.
Na Zha: Mo tong gui lai,No storyline available
Puddysticks,A burned out young woman joins a secret society of traumatized adults who heal through childlike play.
Skeleton Coast,"A group of African scientists arrive on the Skeleton Coast in search of Blunamite, a never-before-seen gem, rumoured to be on the coastline of Namibia. When one of them ends up dead, they are not sure whether one of them is the culprit or whether the coast is sending them an ominous message."
Green Day: 20 Years of American Idiot,A celebration of the 20th anniversary of the punk band's bestselling and award-winning seventh studio album.
Nanak Naam Jahaz Hai,"Nanak Naam Jahaz Hai is a family drama centered on Mukesh Rishi, a successful entrepreneur and staunch atheist, and his wife, Dolly Minhas, who is deeply religious. Their contrasting beliefs create a household where love is abundant but often strained by their differences. Their children, played by Gavie Chahal and Aman Dhaliwal, navigate these dynamics while dealing with their own personal journeys. Gavie's romantic interest is portrayed by Drishti Grewal. The plot intensifies with the involvement of Vindu Dara Singh, a family friend who predicts that Mukesh will eventually witness the transformative power of faith. Mukesh's skepticism is put to the test as a series of unexpected events challenge his atheism. The family's troubles are compounded by Sardar Sohi, an antagonist with a personal vendetta against Mukesh. Sohi's son, played by Yuvraj Aulakh, assists in his father's sinister schemes, further threatening the family's stability. Sohi has kept secret of a trump-card from his sinister conspiracy, which is revealed at the very end of the movie. As Mukesh faces mounting trials and tribulations, he embarks on a journey of self-discovery. The film chronicles his transformation from a non-believer to someone who begins to understand the strength and resilience that faith can offer, particularly in times of adversity. The ensemble cast includes Yamini Malhotra, Bhawna Sharma, Daisy Grewal, Ratan Aulakh, etc."
The Hobby,"Follows longtime collectors and a new generation of buyers from the trading card industry, diving deep into the real-time trading card fever as the hobby goes nuclear.."
